ｻｰﾋﾞｽ種類,区名,介護保険事業所番号,申請者-法人名,事業所-名称,事業所-郵便番号,事業所-所在地,事業所-直通電話番号,事業所-FAX番号,状態区分,介護,予防,経度,緯度
訪問介護,安佐北区,3470108527,株式会社ＲＵＢＩＣＯＮ,訪問介護事業所ｅｌａｍａ可部,731-0221,広島市安佐北区可部七丁目１５番４３号,082-819-2101,082-819-2102,現存,○,,132.3040804,34.31330716
訪問介護,安佐北区,3470106299,医療法人長久堂野村病院,ヘルパーステーションのむら,731-0223,広島市安佐北区可部南四丁目１７番１６号,082-815-2887,082-815-2833,現存,○,,132.3045848,34.30201976
訪問介護,安佐北区,3470102058,医療法人あかね会,土谷ヘルパーステーション可部,731-0223,広島市安佐北区可部南四丁目１７番５号,082-819-2250,082-819-2251,現存,○,,132.3047199,34.30226622
訪問介護,安佐北区,3470107941,社会福祉法人広島県同胞援護財団,訪問介護事業所可部南静養園,731-0223,広島市安佐北区可部南二丁目１９番３３号,082-562-2601,082-819-2155,現存,○,,132.3108831,34.30036024
訪問介護,安佐北区,3470103783,日本基準寝具株式会社,エコール在宅介護ステーション安佐北,739-1742,広島市安佐北区亀崎一丁目２番３３号,082-841-4540,082-841-4541,現存,○,,132.3125219,34.28537942
訪問介護,安佐北区,3470101571,医療法人社団うすい会,ヘルパーステーションさんさん,739-1742,広島市安佐北区亀崎四丁目７番１号,082-841-1590,082-841-1593,現存,○,,132.3134332,34.28562081
訪問介護,安佐北区,3470102330,有限会社かざぐるま,はるかぜのヘルパー,731-0232,広島市安佐北区亀山南二丁目８番２０号,082-819-1107,082-819-1108,現存,○,,132.2942786,34.31038705
訪問介護,安佐北区,3470101555,株式会社ニチイ学館,ニチイケアセンター可部,731-0231,広島市安佐北区亀山二丁目１５番３３号,082-819-1137,082-819-1138,現存,○,,132.3005221,34.31092377
訪問介護,安佐北区,3470109426,株式会社ワールドステイ,訪問介護ホームヘルプ春日和広島,739-1733,広島市安佐北区口田南九丁目５－１,082-554-7622,082-554-7623,現存,○,,132.3029988,34.27335984
訪問介護,安佐北区,3470106950,生活協同組合ひろしま,生協ひろしま介護サービス・安佐北,739-1733,広島市安佐北区口田南八丁目１番３号,082-841-2256,082-845-3211,現存,○,,132.3023679,34.27590879
訪問介護,安佐北区,3470109533,有限会社メルシー,ヘルパーステーションメルシー,739-1733,広島市安佐北区口田南八丁目４２番２５号,082-557-6828,082-557-6828,現存,○,,132.3020566,34.274257
訪問介護,安佐北区,3470109848,株式会社トラスティサポート,サポートセンターとらいあんぐる,739-1733,広島市安佐北区口田南八丁目４３番２号,082-843-0111,082-553-0667,現存,○,,132.3019305,34.27394883
訪問介護,安佐北区,3470207576,株式会社幸房,くらしさ介護ステーションたかとり,731-0211,広島市安佐北区三入六丁目１８番－６,082-516-4571,082-516-4572,現存,○,,132.3147402,34.32454283
訪問介護,安佐北区,3470108329,医療法人社団あと会,ふかわ・くにくさ訪問介護事業所,739-1752,広島市安佐北区上深川町１８６番地１,082-840-1840,082-840-3666,現存,○,,132.3309646,34.28239395
訪問介護,安佐北区,3470109764,株式会社ニチイ学館,ニチイケアセンターふかわ,739-1751,広島市安佐北区深川二丁目３７番３２号ビューラー西川１階１０１号室,082-841-1330,082-845-6400,現存,○,,132.3104219,34.29410502
訪問介護,安佐北区,3470100706,株式会社アイ・テック,株式会社アイ・テック介護サービスふれあい・安佐北事業所,739-1751,広島市安佐北区深川二丁目３８番２号,082-842-6474,082-845-2268,現存,○,,132.3104566,34.29445616
訪問介護,安佐北区,3470106810,有限会社東洋住建,ヘルパーステーション七福神,739-1751,広島市安佐北区深川六丁目６番３号,082-843-0729,082-847-3719,現存,○,,132.3148276,34.28493107
訪問介護,安佐北区,3470101167,社会福祉法人三篠会,訪問介護事業所白木ツジマチ,739-1412,広島市安佐北区白木町小越２１８番２,082-828-1305,082-516-5605,現存,○,,132.4015695,34.32156158
訪問介護,安佐北区,3470109558,特定非営利活動法人みんなでスクラム生活支援センター,みんなでスクラム居宅介護事業所,739-1731,広島市安佐北区落合一丁目１３番１８号,082-841-4330,082-841-4331,現存,○,,132.3037185,34.28155279
訪問介護,安佐北区,3470108477,医療法人社団緑雨会,医療法人社団緑雨会訪問介護事業所つばさ,739-1731,広島市安佐北区落合一丁目１７番１２号,082-847-6072,082-847-5082,現存,○,,132.3039075,34.28257221
訪問介護,安佐北区,3470104054,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ介護センター安佐北,739-1731,広島市安佐北区落合五丁目２１－５グランドハイツ扇屋１０２,082-516-5111,082-841-3290,現存,○,,132.3113123,34.28371981
訪問介護,安佐北区,3470103148,社会福祉法人正仁会,なごみの郷訪問介護事業所,739-1731,広島市安佐北区落合五丁目２５番８号,082-842-7720,082-845-7718,現存,○,,132.3110123,34.28358544
訪問介護,安佐北区,3470103627,特定非営利活動法人さわやかライフクラブ,すみれ訪問介護事業所,739-1732,広島市安佐北区落合南一丁目２３番３号,082-841-1300,082-841-1344,現存,○,,132.3031233,34.27585139
訪問介護,安佐北区,3470104245,株式会社ニチイ学館,ニチイケアセンター高陽,739-1731,広島市安佐北区落合二丁目１番１８号,082-841-4756,082-843-1845,現存,○,,132.3047671,34.29035033
訪問介護,安佐北区,3470110457,四葉訪問介護株式会社,四葉訪問介護,739-1731,広島市安佐北区落合二丁目３１番１７－１号,082-563-6811,,現存,○,,132.3038715,34.28442436
訪問介護,安芸区,3470101704,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ介護センター安芸,736-0082,広島市安芸区船越南三丁目２５番３８号,082-821-0250,082-821-0251,現存,○,,132.3136481,34.22149046
訪問介護,安芸区,3470106190,株式会社ニックス,ニックス安芸訪問介護事業所,736-0082,広島市安芸区船越南二丁目６番６号,082-821-1333,082-821-2206,現存,○,,132.3117487,34.22248721
訪問介護,安芸区,3470101415,医療法人社団長寿会,ヘルパーステーション長寿会,739-0323,広島市安芸区中野東六丁目３番３６号,082-554-4784,082-554-5022,現存,○,,132.3458733,34.24110337
訪問介護,安芸区,3470101142,社会福祉法人慈楽福祉会,あきなかの訪問介護事業所,739-0321,広島市安芸区中野二丁目１５－７,082-573-7111,082-893-0522,現存,○,,132.3340875,34.2324086
訪問介護,安芸区,3470110101,株式会社アクティ,介護ステーション遊,736-0087,広島市安芸区矢野町寺屋敷７５２番地６９６,082-888-6608,0823-26-8060,現存,○,,132.3306088,34.19006654
訪問介護,安芸区,3470105606,ほほえみ株式会社,ほほえみ安芸路訪問介護事業所,736-0083,広島市安芸区矢野東五丁目７番２３号,082-888-3232,082-888-6969,現存,○,,132.3216991,34.21129487
訪問介護,安芸区,3470102066,医療法人あかね会,土谷ヘルパーステーション矢野,736-0083,広島市安芸区矢野東二丁目３０番２４号,082-820-4825,082-820-4826,現存,○,,132.3211534,34.21193383
訪問介護,佐伯区,3470214622,株式会社ＣＡＮＯＷ,ヘルパーステーションしるし,731-5133,広島市佐伯区旭園５番５８号２階,082-943-7710,082-942-2682,現存,○,,132.2205886,34.21546911
訪問介護,佐伯区,3470212709,一般社団法人広島市佐伯区医師会,ヘルパーステーションみなみ,731-5135,広島市佐伯区海老園一丁目５番４０号,082-925-0558,082-925-0570,現存,○,,132.2132185,34.21496598
訪問介護,佐伯区,3470215744,医療法人アルパ会,アルパカ訪問介護事業所,731-5124,広島市佐伯区皆賀一丁目１０番４号,082-921-8888,,現存,○,,132.2210777,34.22176339
訪問介護,佐伯区,3470206776,社会福祉法人三篠会,ヘルパーステーション楽々園ｋｉｓｕｉ,731-5136,広島市佐伯区楽々園五丁目１５番２２号,082-922-2555,082-922-2565,現存,○,,132.2106502,34.21337664
訪問介護,佐伯区,3470210265,医療法人社団一陽会,クローバーヘルパーステーション,731-5136,広島市佐伯区楽々園三丁目１４番３号,082-943-7088,082-943-8588,現存,○,,132.2125178,34.21484215
訪問介護,佐伯区,3470203393,株式会社不二ビルサービス,ヘルパーステーションふじ五日市,731-5136,広島市佐伯区楽々園三丁目５番２８号楽々園Ｎビル１０３号室,082-943-8966,082-943-8967,現存,○,,132.2116719,34.21492923
訪問介護,佐伯区,3470214069,株式会社サンイーズ,サンスマイル,731-5136,広島市佐伯区楽々園二丁目１番２９－３０２号,082-924-3315,082-207-3325,現存,○,,132.2111395,34.21511904
訪問介護,佐伯区,3470201215,株式会社クォーレ,株式会社クォーレ広島西支店,731-5157,広島市佐伯区観音台二丁目３０番６号,082-943-9101,082-943-9097,現存,○,,132.2053329,34.23024474
訪問介護,佐伯区,3470211768,株式会社IMA,介護サービスみさと,731-5132,広島市佐伯区吉見園２番９－５０１号,082-961-4801,082-961-4802,現存,○,,132.2210394,34.21576596
訪問介護,佐伯区,3470215603,ＭＡＮＹ　ＰＥＯＰＬＥ株式会社,訪問介護メニーピープル広島西,731-5101,広島市佐伯区五月が丘一丁目３３番３－４０１号,082-961-4065,082-961-4068,現存,○,,132.2420732,34.25082002
訪問介護,佐伯区,3470213533,株式会社日本エルダリーケアサービス,おおぞら介護佐伯サービスセンター,731-5125,広島市佐伯区五日市駅前三丁目５番３３号コラールＭＳ１０１号,082-943-7203,082-923-1421,現存,○,,132.220027,34.22112673
訪問介護,佐伯区,3470212246,株式会社ＩＬ,ヘルパーステーションつばき,731-5127,広島市佐伯区五日市七丁目９番１８号上田ビル１階北側,082-923-7890,082-923-7890,現存,○,,132.2133464,34.22368224
訪問介護,佐伯区,3470208814,富士メディカル株式会社,メリィヘルパーセンター,731-5128,広島市佐伯区五日市中央一丁目１４番６号,082-942-3230,082-943-8718,現存,○,,132.2119246,34.21585374
訪問介護,佐伯区,3470215355,Common株式会社,コモンヘルパーステーション五日市,731-5128,広島市佐伯区五日市中央三丁目１番５号,082-961-3197,082-961-3510,現存,○,,132.2114439,34.22145082
訪問介護,佐伯区,3470215025,ベストパートナーズ株式会社,ヘルパーステーションさん和五日市,731-5128,広島市佐伯区五日市中央四丁目１３番１２－３０１号,082-922-7889,082-922-7889,現存,○,,132.2115302,34.22179922
訪問介護,佐伯区,3470210075,株式会社ネクストブレイン,ヘルパーステーションひかり,731-5128,広島市佐伯区五日市中央四丁目１３番１２号,082-275-6555,082-275-6556,現存,○,,132.2115302,34.22179922
訪問介護,佐伯区,3470214838,株式会社サポートスタッフ・アン,ヘルパーステーションアン,731-5128,広島市佐伯区五日市中央四丁目２－４８－１Ｆ,082-942-1933,,現存,○,,132.2121969,34.2222113
訪問介護,佐伯区,3470205299,株式会社アイ・テック,株式会社アイ・テック介護サービスふれあい・五日市事業所,731-5128,広島市佐伯区五日市中央七丁目２５番１号アサヒ第１２ビル３Ｆ,082-943-7531,082-943-7532,現存,○,,132.2136281,34.22527777
訪問介護,佐伯区,3470201629,有限会社ケアメイトおおはら,有限会社ケアメイトおおはら,731-5128,広島市佐伯区五日市中央二丁目３番９－９号,082-943-0753,082-923-7782,現存,○,,132.2118985,34.22104658
訪問介護,佐伯区,3470209234,株式会社ニチイ学館,ニチイケアセンター五日市中央,731-5128,広島市佐伯区五日市中央二丁目７番２１号,082-943-4580,082-943-4589,現存,○,,132.211338,34.22064739
訪問介護,佐伯区,3470202858,社会福祉法人三篠会,ヘルパーステーション鈴が峰,731-5122,広島市佐伯区五日市町皆賀１０４番地２７,082-943-8888,082-943-7788,現存,○,,132.2220531,34.22524974
訪問介護,佐伯区,3470214556,株式会社ニックス,ニックス佐伯訪問介護事業所,731-5144,広島市佐伯区三筋一丁目９番３号,082-942-1112,082-943-5070,現存,○,,132.2048556,34.21548458
訪問介護,佐伯区,3470208434,サンキ・ウエルビィ株式会社,サンキ・ウエルビィ介護センター佐伯,731-5155,広島市佐伯区城山一丁目３番８－１号,082-942-3270,082-924-8030,現存,○,,132.2119978,34.23084356
訪問介護,佐伯区,3470211016,有限会社リラックス,訪問介護事業所りらっくす五日市,731-5126,広島市佐伯区新宮苑８番１７号,082-208-2851,082-208-2852,現存,○,,132.2148325,34.22150127
